time_stamp,humidity,temperature,pressure,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b
2025-07-15T08:00:00Z,60,70,1014.09,20.6,21.6,19.5
2025-08-07T19:30:00Z,35,95,1014.6,21.0,21.9,20.0
2025-08-08T08:30:00Z,69,70,1011.63,13.0,14.2,11.8
2025-08-07T10:30:00Z,70,69,1014.8,18.7,19.8,17.7
2025-05-18T01:00:00Z,48,71,1013.37,6.2,6.7,5.6
2025-05-21T20:30:00Z,38,87,1012.67,29.2,30.3,28.2
2025-07-22T07:30:00Z,59,72,1014.83,6.3,6.7,5.8
2025-05-11T23:00:00Z,39,83,1010.77,11.3,11.9,10.7
2025-05-11T09:30:00Z,61,68,1011.38,14.3,15.1,13.5
2025-06-10T23:30:00Z,46,79,1012.77,20.3,21.3,19.2
2025-06-10T19:00:00Z,30,93,1014.38,21.1,21.8,20.4
2025-06-10T12:00:00Z,62,69,1013.64,44.0,45.2,42.8
2025-06-10T08:30:00Z,62,69,1013.68,32.5,33.4,31.6
2025-06-10T05:00:00Z,60,69,1013.78,24.2,25.1,23.4
2025-06-14T16:30:00Z,48,79,1014.01,35.3,36.3,34.2
2025-08-01T15:00:00Z,62,73,1018.89,35.6,36.7,34.6
2025-08-01T09:30:00Z,67,72,1017.16,11.4,12.2,10.6
2025-08-01T11:30:00Z,69,71,1017.32,10.3,11.0,9.6
2025-08-01T22:00:00Z,44,85,1018.27,12.9,13.4,12.4
2025-05-24T20:30:00Z,34,86,1016.16,8.7,9.0,8.3
2025-05-24T20:00:00Z,32,88,1016.3,8.5,8.7,8.3
2025-07-01T15:00:00Z,40,82,1012.53,13.0,13.7,12.2
2025-07-01T11:30:00Z,61,68,1011.88,15.5,16.0,15.0
2025-07-31T14:30:00Z,44,85,1015.61,8.8,9.5,8.2
2025-07-27T18:00:00Z,31,94,1016.08,11.8,12.4,11.3
2025-07-27T19:00:00Z,32,93,1016.03,4.4,4.8,4.0
2025-07-27T22:00:00Z,42,83,1015.38,3.6,3.8,3.4
2025-07-27T21:00:00Z,38,86,1015.61,3.6,3.8,3.4
2025-06-11T05:00:00Z,60,69,1014.54,16.8,17.3,16.3
2025-06-11T16:00:00Z,54,74,1014.13,35.4,36.7,34.2
2025-06-11T12:30:00Z,63,69,1013.2,35.3,36.3,34.3
2025-05-15T19:30:00Z,28,90,1016.09,6.1,6.5,5.6
2025-05-15T18:30:00Z,29,89,1016.19,9.7,10.4,8.9
2025-07-14T05:00:00Z,62,70,1014.96,8.2,8.8,7.5
2025-05-22T06:00:00Z,63,69,1012.82,14.3,15.6,13.0
2025-05-22T10:00:00Z,65,68,1012.4,17.6,18.8,16.4
2025-06-03T22:30:00Z,49,75,1013.6,7.3,7.7,6.9
2025-05-20T15:00:00Z,35,88,1013.99,17.5,18.6,16.5
2025-05-20T21:30:00Z,35,87,1012.54,15.5,16.4,14.5
2025-05-20T23:30:00Z,41,82,1011.67,13.7,14.4,13.0
2025-06-18T17:00:00Z,30,97,1010.21,7.6,8.1,7.0
2025-06-18T16:00:00Z,31,94,1009.96,12.8,13.9,11.7
2025-06-19T22:00:00Z,38,86,1010.38,19.1,20.1,18.1
2025-06-19T21:00:00Z,37,86,1010.62,12.1,12.7,11.5
2025-05-30T06:30:00Z,61,68,1014.37,14.6,14.9,14.2
2025-07-07T14:00:00Z,56,72,1014.75,33.6,34.8,32.4
2025-07-07T01:30:00Z,53,76,1012.64,14.3,15.3,13.3
2025-07-26T19:00:00Z,30,92,1016.39,3.1,3.4,2.8
2025-07-26T06:30:00Z,69,66,1016.43,3.4,3.8,3.0
2025-07-30T06:30:00Z,70,69,1015.81,14.0,15.0,13.1
2025-07-30T14:00:00Z,48,81,1016.65,19.3,20.6,17.9
2025-07-08T15:00:00Z,42,84,1018.77,14.6,15.5,13.8
2025-05-14T12:00:00Z,60,60,1015.94,7.4,8.0,6.7
2025-05-14T21:00:00Z,30,87,1016.76,4.5,4.7,4.2
2025-05-14T16:00:00Z,37,80,1017.46,5.1,5.5,4.6
2025-05-14T14:30:00Z,44,74,1016.99,8.1,8.7,7.5
2025-06-15T02:30:00Z,58,71,1011.76,17.2,18.4,15.9
2025-06-15T10:30:00Z,67,66,1012.32,16.9,18.3,15.4
2025-06-15T08:30:00Z,67,67,1011.74,18.1,19.6,16.6
2025-06-15T01:00:00Z,53,75,1011.53,17.0,17.7,16.3
2025-07-03T13:30:00Z,55,70,1012.38,12.2,13.0,11.5
2025-07-03T04:30:00Z,59,71,1011.67,17.0,18.2,15.8
2025-07-03T07:00:00Z,58,71,1012.0,19.2,20.3,18.2
2025-06-26T21:00:00Z,35,89,1013.38,14.8,15.4,14.1
2025-06-26T07:00:00Z,62,69,1014.37,20.2,21.1,19.2
2025-06-26T01:00:00Z,49,77,1012.94,10.6,11.2,10.1
2025-06-26T22:30:00Z,39,85,1012.79,15.9,16.7,15.1
2025-06-26T12:00:00Z,59,71,1013.82,42.3,43.0,41.7
2025-07-06T14:00:00Z,46,81,1015.47,27.8,29.3,26.3
2025-07-06T18:00:00Z,31,93,1015.24,14.0,14.7,13.3
2025-07-06T11:00:00Z,64,69,1014.91,16.0,16.8,15.2
2025-06-24T10:00:00Z,59,70,1014.27,13.1,14.1,12.0
2025-06-24T15:00:00Z,50,72,1016.08,19.7,20.8,18.6
2025-05-13T05:00:00Z,58,65,1013.86,2.3,2.7,2.0
2025-05-13T06:00:00Z,59,64,1014.13,2.4,2.6,2.2
2025-05-13T01:30:00Z,50,71,1011.84,5.5,6.0,5.0
2025-05-13T14:00:00Z,48,68,1015.25,4.5,4.8,4.3
2025-05-13T03:00:00Z,56,67,1012.81,4.7,5.1,4.3
2025-05-13T11:30:00Z,57,62,1014.05,3.8,4.2,3.5
2025-07-11T06:30:00Z,65,68,1012.24,12.7,13.4,12.1
2025-07-11T20:00:00Z,34,91,1014.56,11.6,12.2,11.1
2025-07-11T09:30:00Z,66,67,1013.13,15.4,16.1,14.7
2025-07-11T10:00:00Z,66,67,1013.08,16.7,18.0,15.3
2025-07-11T17:30:00Z,39,87,1014.26,16.1,17.0,15.2
2025-07-11T18:30:00Z,37,89,1014.61,13.3,14.1,12.5
2025-07-11T08:30:00Z,65,67,1012.97,13.7,14.4,12.9
2025-06-27T05:30:00Z,61,70,1013.1,18.4,19.2,17.6
2025-06-27T00:00:00Z,45,80,1011.95,16.0,16.6,15.4
2025-06-27T04:00:00Z,59,72,1012.34,15.9,16.9,15.0
2025-06-27T10:30:00Z,61,71,1012.44,40.9,42.0,39.8
2025-06-27T02:00:00Z,53,75,1012.1,23.1,24.2,22.0
2025-06-27T22:00:00Z,39,86,1013.66,16.6,17.3,15.8
2025-07-02T12:30:00Z,60,69,1011.36,22.6,23.4,21.7
2025-07-02T13:30:00Z,58,69,1011.57,21.0,21.8,20.1
2025-07-02T19:00:00Z,32,89,1012.55,6.8,7.2,6.5
2025-07-02T23:30:00Z,44,78,1010.62,6.5,6.8,6.2
2025-05-29T04:00:00Z,55,70,1015.1,14.1,14.8,13.4
2025-05-29T22:00:00Z,38,83,1014.11,11.1,11.5,10.6
2025-07-17T21:30:00Z,38,87,1013.3,7.1,7.4,6.8
2025-07-17T05:30:00Z,60,70,1014.01,4.8,5.2,4.3
2025-07-17T12:00:00Z,65,67,1013.53,10.9,11.5,10.3
2025-07-17T18:30:00Z,31,94,1014.56,6.6,7.0,6.2
2025-07-17T08:30:00Z,64,68,1013.36,5.2,5.7,4.8
2025-07-17T00:00:00Z,45,80,1012.83,2.8,3.1,2.6
2025-07-23T11:30:00Z,59,70,1016.38,11.2,12.1,10.2
2025-05-23T19:30:00Z,31,88,1014.48,7.9,8.3,7.5
2025-05-23T21:00:00Z,35,85,1013.89,9.4,9.9,8.9
2025-05-31T01:00:00Z,50,78,1011.92,12.1,12.7,11.5
2025-05-31T05:30:00Z,61,71,1014.9,18.5,19.4,17.6
2025-05-17T00:30:00Z,45,74,1013.22,10.3,11.0,9.5
2025-05-17T04:00:00Z,52,68,1014.47,15.2,16.1,14.4
2025-05-17T21:30:00Z,37,82,1014.67,9.0,9.4,8.6
2025-06-04T01:00:00Z,56,71,1011.8,5.7,6.1,5.3
2025-06-04T01:30:00Z,57,71,1011.68,6.0,6.5,5.4
2025-06-04T13:00:00Z,64,68,1013.1,12.2,13.1,11.4
2025-06-04T10:00:00Z,60,69,1012.73,10.7,11.5,9.8
2025-08-04T23:00:00Z,47,84,1012.55,30.9,31.6,30.1
2025-07-09T16:00:00Z,35,91,1017.7,7.7,8.2,7.1
2025-07-09T16:30:00Z,34,93,1017.5,8.4,8.8,7.9
2025-07-09T05:30:00Z,61,70,1016.32,9.2,10.0,8.5
2025-07-09T23:00:00Z,43,81,1015.08,3.1,3.3,2.9
2025-07-09T01:30:00Z,51,75,1016.07,7.3,7.8,6.9
2025-07-28T13:00:00Z,64,70,1017.14,18.5,19.5,17.4
2025-07-28T03:00:00Z,63,70,1014.95,3.6,3.9,3.3
2025-06-07T10:30:00Z,58,68,1014.31,7.1,7.7,6.5
2025-06-07T20:00:00Z,34,86,1015.81,8.6,9.2,8.1
2025-06-07T07:00:00Z,59,68,1015.14,5.5,6.0,5.1
2025-08-02T22:30:00Z,44,83,1017.82,12.3,13.0,11.7
2025-08-02T08:30:00Z,67,69,1019.52,12.9,14.0,11.8
2025-08-02T20:00:00Z,37,88,1019.35,27.3,28.2,26.5
2025-08-02T03:00:00Z,63,71,1018.29,5.7,6.1,5.2
2025-08-02T06:30:00Z,66,69,1019.72,7.1,7.6,6.6
2025-06-30T15:30:00Z,39,85,1013.42,20.9,22.1,19.7
2025-06-28T16:30:00Z,31,94,1016.29,40.5,41.7,39.2
2025-06-28T13:30:00Z,60,72,1015.95,42.9,43.9,41.8
2025-05-10T15:00:00Z,41,83,1012.6,15.7,16.7,14.8
2025-05-10T23:00:00Z,37,85,1010.42,11.2,12.0,10.4
2025-07-25T08:30:00Z,70,68,1016.64,4.3,4.8,3.9
2025-07-25T17:30:00Z,34,91,1017.21,4.3,4.6,4.1
2025-07-25T10:00:00Z,71,67,1016.18,3.8,4.4,3.2
2025-07-25T20:00:00Z,35,89,1016.52,2.9,3.2,2.6
2025-06-09T11:00:00Z,61,69,1013.33,21.1,22.3,19.8
2025-08-06T17:00:00Z,32,97,1016.72,19.1,20.1,18.1
2025-07-29T09:30:00Z,71,68,1017.24,9.7,10.6,8.8
2025-07-29T04:30:00Z,67,69,1017.24,7.1,7.7,6.5
2025-07-12T06:30:00Z,60,72,1014.6,29.3,30.6,27.9
2025-07-12T19:30:00Z,35,91,1016.43,13.6,14.1,13.1
2025-07-05T23:00:00Z,44,84,1016.05,42.2,43.4,41.0
2025-07-05T21:00:00Z,36,88,1017.31,22.1,23.0,21.1
2025-06-02T15:30:00Z,35,88,1015.05,24.7,25.8,23.5
2025-06-02T10:30:00Z,62,68,1013.9,22.6,23.8,21.4
2025-06-02T14:00:00Z,56,71,1014.6,37.3,38.2,36.4
2025-08-05T15:00:00Z,53,81,1015.76,38.4,39.9,37.0
2025-08-05T01:30:00Z,57,78,1012.02,25.5,26.9,24.2
2025-08-03T20:00:00Z,37,90,1016.06,26.3,27.4,25.3
2025-08-03T12:00:00Z,67,71,1017.13,37.8,39.0,36.6
2025-07-21T22:00:00Z,42,86,1014.46,8.6,8.9,8.4
2025-07-21T01:00:00Z,51,78,1013.62,12.7,13.2,12.1
2025-07-18T02:30:00Z,56,74,1012.96,7.4,7.7,7.1
2025-07-18T18:30:00Z,33,93,1015.98,4.0,4.2,3.8
2025-07-18T01:30:00Z,52,77,1012.34,11.0,11.5,10.6
2025-07-18T17:00:00Z,35,91,1016.02,7.2,7.6,6.7
2025-07-18T23:00:00Z,42,84,1014.17,10.9,11.4,10.4
2025-07-18T13:30:00Z,57,73,1015.36,16.4,17.5,15.4
2025-07-18T19:00:00Z,32,94,1015.74,4.6,4.9,4.3
2025-07-20T05:00:00Z,57,73,1016.46,13.6,14.6,12.7
2025-07-20T07:00:00Z,57,73,1016.34,18.7,19.9,17.6
2025-06-16T22:30:00Z,39,85,1011.83,12.4,13.4,11.4
2025-07-24T05:30:00Z,70,69,1017.26,7.1,7.8,6.4
2025-07-04T19:00:00Z,30,95,1017.07,22.5,23.4,21.6
2025-07-04T11:00:00Z,58,73,1015.16,29.3,30.2,28.3
2025-06-17T15:30:00Z,32,93,1011.44,11.2,12.1,10.3
2025-06-17T05:00:00Z,59,70,1011.23,15.4,16.8,13.9
2025-06-17T07:00:00Z,62,69,1011.02,16.9,18.0,15.9
2025-06-17T04:00:00Z,59,71,1010.83,15.9,17.4,14.3
2025-06-12T07:30:00Z,60,70,1011.78,23.0,24.2,21.8
2025-06-12T14:00:00Z,61,70,1011.64,29.9,31.2,28.7
2025-07-16T03:00:00Z,56,72,1013.33,16.0,16.9,15.2
2025-07-16T03:30:00Z,57,72,1013.44,10.6,11.3,9.9
2025-07-16T00:30:00Z,48,78,1012.76,4.4,4.7,4.1
2025-07-16T13:00:00Z,59,71,1014.29,10.9,11.8,10.0
2025-07-16T17:30:00Z,30,92,1015.26,2.7,3.0,2.4
2025-07-19T12:30:00Z,61,72,1015.51,13.9,15.1,12.8
2025-07-19T10:00:00Z,60,73,1015.61,10.3,10.8,9.8
2025-06-06T13:00:00Z,58,69,1013.34,11.6,12.4,10.8
2025-05-16T10:30:00Z,56,67,1014.22,17.6,18.7,16.5
2025-05-16T08:30:00Z,59,66,1014.9,13.4,14.2,12.6
2025-05-16T12:00:00Z,54,68,1014.15,19.0,20.0,18.0
2025-05-12T07:00:00Z,61,68,1012.48,13.8,14.6,12.9
2025-05-12T17:00:00Z,33,88,1013.94,8.8,9.3,8.3
2025-05-12T02:30:00Z,59,72,1010.3,49.3,50.6,48.0
2025-05-12T01:00:00Z,49,76,1010.23,10.6,11.2,9.9
2025-05-12T08:30:00Z,62,67,1012.63,13.0,14.0,12.1
2025-05-12T20:00:00Z,32,88,1014.14,5.1,5.6,4.7
2025-05-12T06:30:00Z,61,69,1012.54,10.3,11.1,9.5
2025-07-13T07:30:00Z,61,72,1015.38,18.3,19.2,17.4
2025-07-13T01:30:00Z,52,78,1014.55,18.1,18.9,17.2
2025-07-13T13:00:00Z,66,70,1016.03,17.3,18.0,16.6
2025-07-13T14:30:00Z,64,71,1016.53,18.6,19.5,17.6
2025-06-23T00:30:00Z,47,79,1011.42,10.7,11.3,10.1
2025-06-23T12:00:00Z,65,66,1012.83,13.9,15.0,12.8
2025-06-23T04:00:00Z,60,70,1011.84,11.3,12.6,10.0
2025-06-23T09:00:00Z,64,67,1012.64,11.5,12.3,10.6
2025-06-23T16:00:00Z,36,83,1013.99,11.7,12.5,10.9
2025-06-13T02:30:00Z,53,74,1010.87,19.2,20.2,18.2
2025-06-13T20:30:00Z,34,89,1012.04,20.0,20.8,19.3
2025-06-01T13:00:00Z,64,69,1013.74,34.3,35.4,33.3
2025-06-01T18:00:00Z,41,86,1014.17,31.6,32.5,30.7
2025-06-20T17:00:00Z,43,81,1011.67,19.6,20.5,18.7
2025-06-20T09:30:00Z,60,70,1009.34,23.8,25.4,22.3
2025-06-20T04:00:00Z,57,72,1010.0,13.3,14.3,12.2
2025-07-10T06:30:00Z,65,69,1013.79,12.5,13.5,11.5
2025-07-10T03:00:00Z,59,71,1014.39,11.0,12.0,10.1
2025-07-10T19:00:00Z,35,90,1013.83,10.8,11.1,10.4
2025-07-10T11:30:00Z,66,66,1013.55,15.0,16.1,13.9
2025-07-10T08:30:00Z,67,67,1013.54,14.6,15.1,14.0
2025-07-10T05:00:00Z,62,69,1014.32,11.5,12.3,10.7
2025-05-27T13:30:00Z,53,70,1015.22,14.8,15.7,13.9
2025-05-27T23:30:00Z,42,80,1014.46,14.4,15.1,13.7
2025-05-27T00:30:00Z,46,77,1014.19,15.6,16.4,14.9
2025-07-15T06:30:00Z,60,70,1014.17,13.3,14.1,12.4
2025-07-15T23:30:00Z,45,81,1013.22,4.6,4.9,4.4
2025-07-15T17:00:00Z,37,88,1015.11,11.2,11.6,10.7
2025-07-15T03:30:00Z,58,71,1013.08,9.8,10.5,9.1
2025-07-15T10:00:00Z,59,71,1013.8,32.8,34.0,31.6
2025-06-25T23:30:00Z,44,81,1013.32,10.9,11.4,10.3
2025-08-07T12:00:00Z,71,68,1014.81,18.7,19.7,17.7
2025-08-07T00:00:00Z,48,84,1014.62,15.9,16.5,15.3
2025-08-07T17:00:00Z,34,95,1015.32,17.6,18.3,16.9
2025-05-21T12:00:00Z,64,64,1012.14,11.3,11.5,11.0
2025-05-21T18:00:00Z,29,96,1013.23,11.5,12.3,10.7
2025-05-21T13:00:00Z,63,65,1012.43,11.7,12.6,10.8
2025-05-21T19:00:00Z,32,93,1013.03,14.9,15.6,14.2
2025-05-21T11:00:00Z,63,65,1011.93,12.1,12.9,11.4
2025-07-22T21:30:00Z,39,87,1015.11,3.9,4.1,3.7
2025-07-22T10:00:00Z,59,71,1014.46,5.5,5.9,5.0
2025-05-11T04:00:00Z,55,72,1011.2,18.6,20.1,17.2
2025-05-11T00:00:00Z,40,83,1009.71,12.2,13.0,11.5
2025-06-10T16:30:00Z,47,79,1014.7,24.3,25.3,23.4
2025-06-10T07:00:00Z,61,69,1013.83,30.1,31.2,29.0
2025-06-14T20:30:00Z,35,90,1013.46,18.7,19.4,17.9
2025-06-14T13:00:00Z,59,71,1012.67,40.3,41.2,39.3
2025-06-14T10:00:00Z,60,71,1011.54,35.7,36.4,35.0
2025-08-01T01:00:00Z,49,78,1014.79,5.0,5.4,4.7
2025-08-01T17:30:00Z,38,90,1019.19,28.6,29.8,27.5
2025-08-01T13:30:00Z,66,71,1018.22,29.9,31.3,28.5
2025-08-01T01:30:00Z,53,76,1014.99,5.7,6.0,5.4
2025-08-01T05:30:00Z,69,68,1016.68,7.8,8.4,7.2
2025-05-24T02:30:00Z,53,71,1013.05,11.6,12.3,10.9
2025-07-01T08:00:00Z,60,69,1011.85,13.6,14.1,13.0
2025-07-01T06:00:00Z,60,70,1011.74,15.1,15.8,14.3
2025-07-01T18:00:00Z,31,90,1012.82,11.7,12.3,11.1
2025-07-31T01:00:00Z,51,78,1014.01,7.7,8.0,7.3
2025-07-31T23:00:00Z,47,81,1014.97,6.6,7.0,6.2
2025-07-31T08:30:00Z,68,69,1014.86,9.1,10.0,8.2
2025-07-31T10:30:00Z,70,68,1014.59,9.3,10.4,8.3
2025-07-27T12:30:00Z,69,68,1015.69,8.7,9.4,7.9
2025-06-11T06:30:00Z,61,69,1014.36,22.6,23.4,21.9
2025-06-11T15:00:00Z,59,71,1013.83,37.8,38.9,36.7
2025-06-11T23:30:00Z,44,80,1012.12,9.8,10.2,9.5
2025-05-15T14:30:00Z,43,74,1015.86,12.3,13.2,11.4
2025-07-14T02:00:00Z,56,74,1013.81,8.0,8.5,7.5
2025-07-14T17:30:00Z,40,86,1015.18,38.7,40.0,37.4
2025-05-25T15:00:00Z,46,75,1016.37,11.7,12.4,10.9
2025-05-22T04:30:00Z,57,69,1012.89,12.2,13.5,10.9
2025-05-22T14:30:00Z,62,70,1013.54,39.4,40.5,38.3
2025-06-21T22:30:00Z,37,84,1010.59,10.4,10.9,9.9
2025-06-21T03:30:00Z,51,70,1009.85,11.7,12.7,10.7
2025-06-21T04:30:00Z,55,69,1010.32,13.3,14.4,12.2
2025-06-21T21:30:00Z,35,86,1011.04,10.9,11.4,10.3
2025-06-21T23:00:00Z,39,82,1010.4,9.7,10.2,9.3
2025-05-20T21:00:00Z,36,88,1012.82,14.8,15.6,14.0
2025-06-18T13:30:00Z,56,74,1010.12,14.8,15.9,13.8
2025-06-18T11:00:00Z,64,68,1009.36,14.0,14.7,13.2
2025-06-19T08:00:00Z,66,70,1010.02,10.5,11.8,9.2
2025-06-19T13:30:00Z,56,73,1010.55,26.3,28.3,24.3
2025-06-19T11:30:00Z,62,73,1009.89,17.5,18.9,16.0
2025-06-19T20:00:00Z,33,90,1010.99,9.2,9.6,8.9
2025-07-07T22:00:00Z,38,85,1015.1,13.6,14.2,12.9
2025-07-07T05:30:00Z,65,68,1013.73,14.2,14.9,13.5
2025-07-07T15:00:00Z,52,74,1015.29,31.4,32.4,30.4
2025-07-07T08:00:00Z,61,70,1013.9,13.5,14.3,12.6
2025-07-26T13:30:00Z,60,71,1015.15,7.7,8.4,7.1
2025-07-26T07:00:00Z,69,67,1016.38,3.3,3.6,3.0
2025-07-26T20:00:00Z,32,90,1015.99,2.4,2.7,2.1
2025-07-30T22:30:00Z,45,84,1014.33,15.7,16.4,15.0
2025-07-30T02:30:00Z,62,72,1015.92,12.0,12.7,11.2
2025-07-08T00:00:00Z,46,79,1014.61,13.7,14.6,12.9
2025-07-08T03:30:00Z,61,69,1015.94,9.1,9.7,8.4
2025-05-14T09:30:00Z,60,62,1015.83,6.7,7.1,6.4
2025-05-14T02:30:00Z,54,66,1014.45,6.3,6.8,5.7
2025-05-14T03:30:00Z,55,65,1015.19,7.2,7.7,6.6
2025-06-15T01:30:00Z,54,74,1011.65,16.0,16.8,15.1
2025-06-15T17:00:00Z,30,95,1013.04,18.0,19.0,17.0
2025-06-15T15:00:00Z,38,86,1013.46,17.0,17.9,16.0
2025-07-03T15:30:00Z,37,83,1013.3,12.3,12.9,11.8
2025-07-03T05:00:00Z,58,71,1011.87,16.6,17.7,15.6
2025-07-06T02:30:00Z,58,72,1015.51,12.0,13.2,10.8
2025-07-06T16:00:00Z,35,90,1015.64,25.2,26.6,23.8
2025-07-06T10:00:00Z,65,67,1014.95,16.0,17.1,15.0
2025-07-06T00:30:00Z,48,79,1015.63,11.6,12.3,10.9
2025-07-06T01:30:00Z,52,76,1015.62,11.7,12.2,11.3
2025-06-24T01:00:00Z,47,75,1012.77,10.5,11.0,10.0
2025-06-24T18:00:00Z,49,77,1016.95,10.1,10.8,9.4
2025-06-24T09:00:00Z,58,70,1014.23,11.7,12.5,10.8
2025-05-13T04:00:00Z,55,66,1013.26,2.3,2.7,2.0
2025-05-13T00:00:00Z,44,75,1012.04,5.1,5.4,4.7
2025-07-11T14:00:00Z,63,72,1013.84,23.5,25.0,22.0
2025-07-11T10:30:00Z,65,67,1013.15,15.5,16.7,14.3
2025-06-27T13:30:00Z,58,72,1013.41,44.4,45.2,43.6
2025-06-27T07:00:00Z,62,70,1013.09,22.8,23.7,22.0
2025-07-02T06:00:00Z,60,69,1011.28,15.8,16.4,15.2
2025-07-02T04:30:00Z,60,70,1010.5,16.0,16.6,15.3
2025-05-29T20:30:00Z,34,86,1014.52,10.4,10.8,10.0
2025-05-29T18:30:00Z,32,90,1014.67,9.9,10.4,9.4
2025-05-29T22:30:00Z,40,82,1013.84,10.9,11.2,10.6
2025-05-29T11:00:00Z,56,69,1013.74,23.0,23.8,22.2
2025-07-17T16:30:00Z,32,92,1014.46,5.8,6.1,5.6
2025-07-23T21:30:00Z,37,87,1017.16,7.7,8.1,7.4
2025-07-23T04:00:00Z,62,70,1015.48,5.4,5.8,5.0
2025-05-31T13:00:00Z,64,70,1014.23,31.4,31.9,31.0
2025-05-31T00:00:00Z,46,81,1011.73,12.3,12.9,11.7
2025-05-31T10:00:00Z,63,70,1013.8,27.2,28.4,26.0
2025-05-17T10:30:00Z,54,68,1015.04,23.0,24.1,21.8
2025-05-17T19:30:00Z,50,71,1015.64,9.8,10.8,8.9
2025-05-17T17:00:00Z,48,69,1015.8,11.9,12.7,11.0
2025-06-04T20:00:00Z,36,85,1012.84,6.2,6.4,5.9
2025-06-04T15:00:00Z,64,69,1013.4,8.9,9.5,8.3
2025-06-04T17:00:00Z,54,73,1013.43,9.5,10.2,8.9
2025-06-04T04:00:00Z,61,68,1012.65,7.2,7.8,6.6
2025-08-04T08:00:00Z,69,68,1013.55,19.1,20.2,18.0
2025-07-09T09:00:00Z,64,69,1016.41,8.5,9.1,7.8
2025-07-09T05:00:00Z,62,69,1016.45,8.5,9.2,7.9
2025-07-09T11:00:00Z,64,68,1016.35,9.4,10.4,8.5
2025-07-28T02:30:00Z,61,71,1014.78,4.3,4.6,4.0
2025-07-28T11:30:00Z,66,70,1016.35,9.0,9.7,8.3
2025-07-28T08:00:00Z,70,68,1016.65,5.4,5.8,4.9
2025-06-07T14:00:00Z,57,68,1015.67,9.2,10.0,8.4
2025-06-07T18:00:00Z,46,75,1016.24,10.8,11.3,10.3
2025-05-28T04:30:00Z,60,68,1015.77,12.1,12.7,11.5
2025-05-26T00:30:00Z,45,76,1015.88,10.2,10.5,9.9
2025-08-02T20:30:00Z,37,88,1019.11,26.0,27.3,24.8
2025-08-02T10:30:00Z,67,70,1019.24,33.8,34.6,33.1
2025-06-30T06:00:00Z,66,68,1012.39,11.2,11.9,10.5
2025-06-30T14:00:00Z,57,72,1013.29,21.6,22.4,20.8
2025-06-30T07:00:00Z,67,68,1012.26,11.6,12.4,10.7
2025-06-30T18:00:00Z,30,95,1012.81,11.5,12.0,11.0
2025-06-28T05:30:00Z,60,72,1014.28,14.6,15.7,13.6
2025-06-28T20:00:00Z,33,92,1015.51,38.4,39.4,37.4
2025-05-10T19:30:00Z,28,97,1012.5,7.7,8.2,7.2
2025-07-25T03:30:00Z,65,70,1016.44,3.7,4.1,3.3
2025-06-09T06:30:00Z,63,67,1013.81,11.4,12.1,10.7
2025-08-06T06:00:00Z,68,71,1016.0,15.2,16.7,13.8
2025-08-06T04:30:00Z,60,72,1015.52,15.5,16.5,14.6
2025-08-06T07:30:00Z,68,70,1016.05,16.4,17.7,15.0
2025-08-06T21:00:00Z,42,91,1016.15,17.7,18.6,16.7
2025-08-06T03:30:00Z,59,73,1015.02,19.0,20.2,17.9
2025-08-06T10:30:00Z,69,68,1015.76,17.5,18.5,16.6
2025-07-29T18:00:00Z,33,92,1018.4,28.5,29.5,27.5
2025-07-29T08:30:00Z,71,67,1017.27,8.7,9.5,8.0
2025-07-12T04:30:00Z,60,71,1014.3,21.2,22.3,20.1
2025-07-12T11:30:00Z,61,72,1014.48,35.1,36.1,34.2
2025-07-12T23:30:00Z,46,82,1014.69,14.8,15.4,14.2
2025-07-05T19:00:00Z,31,94,1017.99,34.1,35.2,33.0
2025-07-05T05:00:00Z,62,71,1017.22,27.1,27.9,26.3
2025-07-05T09:00:00Z,63,69,1017.25,16.4,17.2,15.6
2025-06-02T03:30:00Z,58,71,1012.57,12.8,13.8,11.9
2025-06-02T09:30:00Z,62,67,1013.86,15.7,16.3,15.0
2025-08-05T19:30:00Z,35,94,1015.75,19.2,20.1,18.2
2025-08-05T22:00:00Z,43,87,1014.7,20.9,22.1,19.8
2025-08-05T10:30:00Z,70,68,1013.87,20.3,21.6,19.0
2025-08-05T05:00:00Z,68,71,1013.15,18.7,20.2,17.2
2025-08-03T09:30:00Z,71,67,1017.13,20.8,22.3,19.4
2025-07-18T15:30:00Z,36,89,1015.72,9.7,10.1,9.4
2025-07-20T13:30:00Z,62,73,1015.33,27.6,28.7,26.5
2025-06-16T16:00:00Z,34,92,1013.2,15.8,16.8,14.7
2025-06-16T19:30:00Z,32,93,1013.02,11.4,12.1,10.7
2025-06-16T13:30:00Z,57,73,1012.88,17.2,18.7,15.6
2025-07-04T04:30:00Z,58,73,1014.58,17.5,18.5,16.5
2025-07-04T23:00:00Z,43,83,1016.07,16.2,16.8,15.6
2025-06-12T23:30:00Z,42,82,1011.01,23.0,23.8,22.2
2025-06-12T17:30:00Z,53,76,1012.46,32.5,33.5,31.5
2025-06-12T02:30:00Z,57,71,1011.93,15.5,16.4,14.7
2025-06-12T11:30:00Z,62,70,1011.03,35.0,35.7,34.2
2025-06-12T02:00:00Z,56,72,1011.91,14.9,15.7,14.1
2025-07-16T19:00:00Z,30,93,1015.03,2.3,2.6,2.0
2025-07-19T21:00:00Z,38,89,1015.33,8.5,8.9,8.1
